True,2022-04-04 02:27
True,2022-04-04 02:28
True,2022-04-04 02:29
False,2022-04-04 02:31
True,2022-04-04 02:33
True,2022-04-04 02:34
True,2022-04-04 02:35
True,2022-04-04 02:36
True,2022-04-04 02:37
False,2022-04-04 02:39
True,2022-04-04 02:40
True,2022-04-04 02:41
True,2022-04-04 02:42
True,2022-04-04 02:43
True,2022-04-04 02:44
True,2022-04-04 02:46
True,2022-04-04 02:47
True,2022-04-04 02:48
True,2022-04-04 02:49
True,2022-04-04 02:51
True,2022-04-04 02:52
True,2022-04-04 02:53
False,2022-04-04 02:54
True,2022-04-04 02:57
False,2022-04-04 02:58
True,2022-04-04 03:04
False,2022-04-04 03:05
True,2022-04-04 03:07
True,2022-04-04 03:08
True,2022-04-04 03:09
True,2022-04-04 03:11
True,2022-04-04 03:12
False,2022-04-04 03:13
True,2022-04-04 03:14
False,2022-04-04 03:15
True,2022-04-04 03:18
False,2022-04-04 03:19
True,2022-04-04 03:20
False,2022-04-04 03:22
True,2022-04-04 03:27
True,2022-04-04 03:28
True,2022-04-04 03:29
True,2022-04-04 03:31
False,2022-04-04 03:32
True,2022-04-04 03:33
False,2022-04-04 03:34
True,2022-04-04 03:51
True,2022-04-04 03:52
False,2022-04-04 03:54
False,2022-04-04 04:04
True,2022-04-04 04:16
False,2022-04-04 04:17
True,2022-04-04 04:19
True,2022-04-04 04:20
True,2022-04-04 04:22
False,2022-04-04 04:23
True,2022-04-04 04:35
False,2022-04-04 04:36
True,2022-04-04 04:45
True,2022-04-04 04:47
True,2022-04-04 04:48
False,2022-04-04 04:50
False,2022-04-04 04:56
True,2022-04-04 05:42
False,2022-04-04 05:43
True,2022-04-04 05:48
True,2022-04-04 05:49
True,2022-04-04 05:50
False,2022-04-04 05:52
True,2022-04-04 06:12
False,2022-04-04 06:14
True,2022-04-04 06:29
False,2022-04-04 06:30
False,2022-04-04 06:40
True,2022-04-04 06:51
False,2022-04-04 06:52
True,2022-04-04 07:15
False,2022-04-04 07:16
True,2022-04-04 07:26
True,2022-04-04 07:28
False,2022-04-04 07:30
False,2022-04-04 07:32
True,2022-04-04 07:34
False,2022-04-04 07:36
True,2022-04-04 07:51
False,2022-04-04 07:52
True,2022-04-04 08:15
True,2022-04-04 08:16
True,2022-04-04 08:18
True,2022-04-04 08:19
False,2022-04-04 08:20
True,2022-04-04 08:22
True,2022-04-04 08:23
True,2022-04-04 08:25
False,2022-04-04 08:26
True,2022-04-04 08:29
False,2022-04-04 08:30
True,2022-04-04 08:32
False,2022-04-04 08:33
True,2022-04-04 08:41
False,2022-04-04 08:43
True,2022-04-04 08:51
True,2022-04-04 08:52
False,2022-04-04 08:53
True,2022-04-04 08:54
True,2022-04-04 08:55
True,2022-04-04 08:56
True,2022-04-04 08:57
False,2022-04-04 08:59
True,2022-04-04 09:00
True,2022-04-04 09:02
True,2022-04-04 09:03
True,2022-04-04 09:04
False,2022-04-04 09:05
True,2022-04-04 09:06
